Date,Close
2007-01-03,25.03
2007-01-04,24.91
2007-01-05,24.46
2007-01-08,25.09
2007-01-09,25.06
2007-01-10,24.78
2007-01-11,25.41
2007-01-12,25.89
2007-01-16,26.21
2007-01-17,26.35
2007-01-18,25.84
2007-01-19,26.01
2007-01-22,26.12
2007-01-23,26.69
2007-01-24,26.55
2007-01-25,26.17
2007-01-26,25.86
2007-01-29,25.95
2007-01-30,26.38
2007-01-31,26.29
2007-02-01,26.29
2007-02-02,27.13
2007-02-05,27.12
2007-02-06,27.05
2007-02-07,25.0
2007-02-08,25.04
2007-02-09,24.02
2007-02-12,24.31
2007-02-13,24.72
2007-02-14,24.77
2007-02-15,25.17
2007-02-16,24.9
2007-02-20,24.7
2007-02-21,24.62
2007-02-22,24.69
2007-02-23,24.77
2007-02-26,24.55
2007-02-27,23.66
2007-02-28,23.86
2007-03-01,23.65
2007-03-02,23.08
2007-03-05,22.59
2007-03-06,23.3
2007-03-07,23.26
2007-03-08,23.44
2007-03-09,23.64
2007-03-12,23.96
2007-03-13,23.64
2007-03-14,23.31
2007-03-15,23.65
2007-03-16,23.79
2007-03-19,24.18
2007-03-20,24.18
2007-03-21,24.33
2007-03-22,24.59
2007-03-23,25.33
2007-03-26,25.6
2007-03-27,25.25
2007-03-28,25.11
2007-03-29,25.25
2007-03-30,25.18
2007-04-02,25.11
2007-04-03,25.18
2007-04-04,25.15
2007-04-05,25.61
2007-04-09,25.53
2007-04-10,25.7
2007-04-11,24.95
2007-04-12,24.83
2007-04-13,24.85
2007-04-16,24.68
2007-04-17,24.23
2007-04-18,23.86
2007-04-19,23.59
2007-04-20,24.22
2007-04-23,24.32
2007-04-24,21.92
2007-04-25,21.31
2007-04-26,21.42
2007-04-27,21.4
2007-04-30,21.13
2007-05-01,20.91
2007-05-02,21.68
2007-05-03,21.45
2007-05-04,21.61
2007-05-07,22.09
2007-05-08,21.92
2007-05-09,21.83
2007-05-10,21.88
2007-05-11,22.16
2007-05-14,22.55
2007-05-15,22.01
2007-05-16,22.09
2007-05-17,21.88
2007-05-18,22.16
2007-05-21,22.24
2007-05-22,22.41
2007-05-23,22.6
2007-05-24,22.19
2007-05-25,22.46
2007-05-29,22.45
2007-05-30,22.5
2007-05-31,22.54
2007-06-01,22.78
2007-06-04,22.67
2007-06-05,22.64
2007-06-06,22.22
2007-06-07,21.9
2007-06-08,22.1
2007-06-11,21.8
2007-06-12,21.58
2007-06-13,21.87
2007-06-14,21.7
2007-06-15,21.95
2007-06-18,21.95
2007-06-19,21.93
2007-06-20,21.62
2007-06-21,21.45
2007-06-22,20.92
2007-06-25,20.74
2007-06-26,20.62
2007-06-27,20.82
2007-06-28,20.78
2007-06-29,20.63
2007-07-02,20.85
2007-07-03,20.83
2007-07-05,20.85
2007-07-06,20.86
2007-07-09,21.06
2007-07-10,20.56
2007-07-11,20.57
2007-07-12,20.85
2007-07-13,20.8
2007-07-16,20.52
2007-07-17,20.47
2007-07-18,20.72
2007-07-19,20.62
2007-07-20,20.76
2007-07-23,20.92
2007-07-24,20.93
2007-07-25,21.57
2007-07-26,21.61
2007-07-27,21.28
2007-07-30,21.36
2007-07-31,21.49
2007-08-01,21.71
2007-08-02,22.27
2007-08-03,22.08
2007-08-06,22.58
2007-08-07,22.7
2007-08-08,22.33
2007-08-09,22.02
2007-08-10,21.5
2007-08-13,21.2
2007-08-14,20.62
2007-08-15,20.12
2007-08-16,19.83
2007-08-17,20.4
2007-08-20,20.36
2007-08-21,20.25
2007-08-22,20.77
2007-08-23,20.7
2007-08-24,20.99
2007-08-27,20.88
2007-08-28,20.5
2007-08-29,20.38
